index,tag,folder,category,result,reason
1110,missionary,adult,adult_sex,确认,Wiki 定义为一方仰卧且另一方位于其上的性交体位
1111,condom,adult_kink,adult_toys,确认,核心对象是性交时用于避孕或防止感染的安全套
1112,white_bra,underwear_swim,bra_lingerie,确认,核心服装是白色文胸
1113,partially_submerged,action,movement,确认,Wiki 描述角色身体一部分处在较深水中的涉水状态
1114,ribbon-trimmed_sleeves,clothing_detail,sleeve_detail,确认,核心服装细节是以穿带或缝带装饰的袖子
1115,top_hat,head_accessories,hats_caps,确认,核心对象是高帽冠且平顶的礼帽
1116,bubble,light_effect,particles,确认,Wiki 定义为肥皂液薄膜形成且常漂浮的泡泡视觉元素
1117,idolmaster_(classic),copyright,letter_i,确认,Wiki 定义为以 765 Production 偶像为主的经典偶像大师作品
1118,dog_girl,people,fantasy_person,确认,Wiki 定义为具有狗耳或狗尾特征的女孩种族
1119,backlighting,light_effect,lighting,确认,Wiki 描述光源位于主体后方形成轮廓和阴影的光照方式
1120,emphasis_lines,composition,subject_focus,修正,Wiki 描述由画面边缘射向目标以集中注意力的构图强调线
1121,fingering,adult,adult_hand,确认,Wiki 定义为以手指刺激外阴阴道或肛门的性行为
1122,sound_effects,text_meta,comic,确认,核心元素是用文字表示声音并强化动作的漫画音效
1123,2koma,text_meta,comic,确认,Wiki 定义为每页由两个漫画分格组成的漫画形式
1124,hair_spread_out,hair,hair_action,确认,Wiki 描述头发铺散在支撑表面的状态
1125,asymmetrical_bangs,hair,bangs,确认,核心发型特征是两侧长度不一致的非对称刘海
1126,twins,relationships,family_relation,确认,Wiki 定义为同一胎出生的双胞胎亲属关系
1127,height_difference,relationships,comparison,确认,核心关系是两个角色之间明显可见的身高差
1128,komeiji_koishi,character,letter_k,确认,Wiki 定义为东方地灵殿角色古明地恋
1129,rape,sensitive,sexual_violence,确认,Wiki 明确定义为对不愿参与者实施的强迫性行为
1130,bandaged_arm,body_detail,bandage_patch,确认,核心身体细节是一只手或手臂缠有绷带
1131,brown_belt,accessories,bags_belts,确认,核心对象是棕色腰带
1132,pink_lips,face,mouth,确认,核心可见特征是呈粉色的嘴唇
1133,cuffs,sensitive,restraint,修正,Wiki 定义为用于束缚手腕手臂腿或脚踝的皮革或金属拘束带
1134,out_of_frame,composition,framing,确认,Wiki 描述角色或细节超出画面可见边界的取景状态
1135,torn_pantyhose,clothing_appearance,damaged_dirty,确认,核心服装状态是连裤袜被撕裂或破损
1136,head_rest,pose,object_pose,修正,Wiki 描述将头或下巴靠在手他人或物体上的依物姿势
1137,plump,body,build,确认,Wiki 定义为略显丰满但尚未达到肥胖程度的体型
1138,yu-gi-oh!,copyright,letter_y,确认,Wiki 定义为以卡牌游戏为中心的游戏王作品系列
1139,sideways_glance,pose,gaze,确认,核心视线动作是不转头而将目光斜向一侧
1140,teacup,food_drink,tableware,确认,核心对象是用于盛茶等热饮的小杯
1141,flying,action,movement,确认,Wiki 描述借助翅膀魔法或装置在空中移动的行为
1142,jeans,clothes_main,bottoms,确认,核心服装是牛仔布制成的长裤
1143,dress_lift,action,clothing_action,确认,核心动作是把连衣裙或裙摆向上提起
1144,mouth_mask,head_accessories,face_mask,确认,Wiki 描述覆盖口鼻或下半脸的面部遮罩
1145,hat_ornament,accessories,badges_ornaments,修正,Wiki 定义为佩戴或固定在帽子上的装饰品而非帽子本体
1146,bowl,food_drink,tableware,确认,核心对象是盛放汤面饭菜等食物的碗
1147,red_rose,nature,flower_species,确认,核心植物是红色玫瑰这一具体花卉品种
1148,hairpin,head_accessories,hairclip_pin,确认,Wiki 定义为插入头发以固定或装饰发型的发簪
1149,red-framed_eyewear,head_accessories,eyewear,确认,核心对象是带红色镜框的眼镜或护目镜
1150,white_leotard,underwear_swim,bodysuit_leotard,确认,核心服装是白色紧身连体衣
1151,dragon_tail,animal_traits,tails,确认,核心动物特征是龙形尾巴
1152,running,action,movement,确认,Wiki 定义为双脚交替离地并向前快速移动的跑步动作
1153,layered_sleeves,clothing_detail,sleeve_detail,确认,核心服装细节是角色穿着多层袖子
1154,pink_jacket,outerwear_suits,jacket_coat,确认,核心服装是粉色夹克或外套
1155,:q,face,oral_detail,修正,Wiki 描述舌头沿上唇移动如舔嘴唇的具体舌部动作
1156,epaulettes,accessories,badges_ornaments,确认,Wiki 定义为制服肩部的装饰性肩章
1157,large_penis,adult_body,penis,确认,核心身体特征是尺寸明显较大的阴茎
1158,paper,culture_objects,books_paper,确认,核心对象是用于书写印刷或绘画的薄片纸张
1159,brown_hat,head_accessories,hats_caps,确认,核心对象是棕色帽子
1160,hoop_earrings,jewelry_accessories,earrings,确认,核心首饰是环形设计的耳环
1161,chainsaw_man,copyright,letter_c,确认,Wiki 定义为藤本树创作的电锯人作品系列
1162,hands_on_own_hips,pose,arm_pose,确认,核心姿势是双手放在自己的髋部
1163,school_bag,accessories,bags_belts,确认,核心对象是学生上学使用的书包
1164,boku_no_hero_academia,copyright,letter_b,确认,Wiki 定义为堀越耕平创作的我的英雄学院作品
1165,kochiya_sanae,character,letter_k,确认,Wiki 定义为东方风神录角色东风谷早苗
1166,thong,underwear_swim,panties_underwear,确认,核心服装是臀部覆盖很少且后部为细带的丁字裤
1167,blue_one-piece_swimsuit,underwear_swim,onepiece_swim,确认,核心服装是蓝色连体泳衣
1168,admiral_(kancolle),character,letter_a,确认,Wiki 定义为舰队Collection中的提督角色
1169,cumdrip,adult,adult_fluid,确认,Wiki 描述精液从肛门或阴道等开口滴出的状态
1170,gym_uniform,uniform_costume,sports_uniform,确认,核心服装是学校体育课使用的运动制服
1171,konpaku_youmu,character,letter_k,确认,Wiki 定义为东方妖妖梦角色魂魄妖梦
1172,orange_background,background,background_plain,确认,核心画面背景是纯橙色或以橙色为主的渐变
1173,drinking_straw,food_drink,tableware,确认,核心对象是将饮料输送到口中的吸管
1174,ass_focus,composition,subject_focus,确认,Wiki 描述画面将角色臀部作为主要视觉焦点
1175,6+boys,people,count_gender,确认,Wiki 定义为画面中出现至少六名男性角色
1176,monster,creatures,fantasy_creature,确认,Wiki 定义为巨大可怕或非自然的怪物生物
1177,hair_down,hair,hair_action,确认,Wiki 描述通常束起的头发此时被放下披散
1178,animal_focus,composition,subject_focus,确认,Wiki 描述画面将一个或多个动物作为主要主题
1179,threesome,adult,adult_sex,确认,Wiki 定义为三个人同时参与的性行为
1180,eyeliner,face,makeup,确认,核心妆容是沿睫毛线描画以突出眼睛的眼线
1181,dog,creatures,mammal,确认,Wiki 定义为犬科中经人类驯化的哺乳动物
1182,crossdressing_(mtf),clothing_appearance,fashion_style,修正,Wiki 描述男性角色穿着女性服饰的女装呈现而非衣物敞开状态
1183,tentacle_hair,hair,hair_style,确认,Wiki 明确定义为由触手组成并可抓握的幻想头发形态
1184,cirno,character,letter_c,确认,Wiki 定义为东方Project角色琪露诺
1185,stubble,face,facial_hair,确认,核心面部特征是短而新生的胡茬
1186,knees_together_feet_apart,pose,leg_pose,确认,核心腿部姿势是双膝并拢而双脚分开
1187,sun_hat,head_accessories,hats_caps,确认,核心对象是用于遮挡直射阳光的宽檐太阳帽
1188,pov_hands,composition,viewpoint,修正,Wiki 描述画面中可见观看者双手的第一人称特殊视角
1189,black_collar,accessories,neckwear,确认,核心对象是贴近颈部佩戴的黑色项圈
1190,alice_margatroid,character,letter_a,确认,Wiki 定义为东方Project角色爱丽丝玛格特洛依德
1191,watch,accessories,handwear,确认,核心对象是佩戴在手腕上的计时手表
1192,blurry_foreground,composition,focus,确认,Wiki 描述前景失焦模糊以突出背景主体的景深效果
1193,broom,household_objects,care_cleaning,确认,核心对象是带刷毛并用于清扫地面的扫帚
1194,bags_under_eyes,face,eye_shape,确认,Wiki 描述眼睛下方的黑眼圈或浮肿这一眼周形态
1195,blue_theme,light_effect,palette,确认,核心视觉特征是画面整体以蓝色为主色调
1196,doggystyle,adult,adult_sex,确认,Wiki 定义为接受方四肢着地且从后方插入的性交体位
1197,tanlines,body_detail,skin,确认,核心皮肤特征是日晒后由衣物遮挡形成的肤色分界
1198,love_live!_school_idol_project,copyright,letter_l,确认,Wiki 定义为 Love Live 系列的首部学园偶像企划作品
1199,mini_person,body,build,确认,Wiki 描述相对环境或其他角色异常微小的人物体型
1200,black_serafuku,uniform_costume,sailor_uniform,确认,核心服装是上衣和裙子均为黑色的水手服
1201,stud_earrings,jewelry_accessories,earrings,确认,Wiki 定义为穿过耳洞贴在耳垂上的耳钉
1202,shrug_(clothing),outerwear_suits,cardigan_shawl,确认,核心服装是主要由袖子构成并罩在其他上衣外的短罩衫
1203,wuthering_waves,copyright,letter_w,确认,Wiki 定义为库洛游戏开发的鸣潮作品
1204,off-shoulder_dress,clothes_main,dress,确认,核心服装是低领宽口并露出肩部的连衣裙
1205,tinted_eyewear,head_accessories,eyewear,确认,核心对象是带浅色有色镜片的眼镜类眼饰
1206,breastplate,protective_clothes,torso_armor,确认,Wiki 定义为覆盖胸部并抵御攻击的金属胸甲
1207,lolita_fashion,clothing_appearance,fashion_style,确认,Wiki 定义为受维多利亚童装和洛可可影响的日本服饰风格
1208,dual_wielding,action,combat_action,确认,核心战斗动作是双手各持一件武器
1209,project_moon,copyright,letter_p,确认,Wiki 定义为开发脑叶公司等作品的 Project Moon 公司及作品来源
1210,spread_pussy,adult_body,vulva,确认,Wiki 描述阴唇被撑开并露出阴道口的外阴状态
1211,innertube,recreation,sports,确认,核心对象是娱乐游泳时使用的环形浮力装置
1212,red_cape,outerwear_suits,cape_cloak,确认,核心服装是红色披风
1213,bouquet,nature,flower_general,确认,Wiki 定义为将多朵花创意排列形成的花束
1214,low_wings,animal_traits,wing_feather,确认,核心动物特征是位置低于通常肩部区域的翅膀
1215,upskirt,adult_body,adult_clothes,确认,Wiki 描述从下方视角看到裙底的衣着暴露画面
1216,patchouli_knowledge,character,letter_p,确认,Wiki 定义为东方红魔乡角色帕秋莉诺蕾姬
1217,partially_fingerless_gloves,accessories,handwear,确认,核心对象是仅部分手指露出的露指手套变体
1218,double_v,pose,hand_gesture,确认,Wiki 描述双手同时做出 V 字手势
1219,hand_on_another's_shoulder,action,interaction,确认,核心互动是一名角色把手放在另一角色肩上
1220,falling_petals,light_effect,particles,确认,Wiki 描述花瓣在风中飘落或飞舞形成的漂浮物效果
1221,final_fantasy_vii,copyright,letter_f,确认,Wiki 定义为最终幻想系列第七部作品
1222,facing_away,pose,body_pose,确认,核心身体朝向是主体背对镜头
1223,circlet,head_accessories,headpiece,确认,Wiki 定义为通常戴在额头且顶部开放的环带状头饰
1224,buruma,uniform_costume,sports_uniform,确认,核心服装是作为运动服组成部分的体操短裤
1225,cum_in_mouth,adult,adult_fluid,确认,Wiki 描述精液位于口中或射入口中的体液状态
1226,heart_hair_ornament,head_accessories,themed_hair_ornament,确认,核心发饰是心形发饰或心形发夹
1227,mustache,face,facial_hair,确认,Wiki 定义为上唇与鼻子下方的条状胡须
1228,wooden_floor,building_parts,surface,确认,核心建筑表面是并排铺设木板形成的地板
1229,+_+,expression,positive,确认,Wiki 描述角色因兴奋而出现星光眼的积极表情
1230,mug,food_drink,tableware,确认,核心对象是用于盛放较多热饮的坚固圆柱形马克杯
1231,brother_and_sister,relationships,family_relation,确认,Wiki 描述共享父母的兄弟与姐妹亲属关系
1232,holding_flower,action,holding,确认,核心动作是手持至少一朵花
1233,yakumo_yukari,character,letter_y,确认,Wiki 定义为东方Project角色八云紫
1234,sideburns,face,facial_hair,确认,核心面部毛发是从两侧发际延伸到耳下的鬓角
1235,purple_nails,body_detail,nail_care,修正,Wiki 明确定义为手指甲或脚趾甲涂有紫色甲油
1236,grey_pants,clothes_main,bottoms,确认,核心服装是任意款式的灰色裤子
1237,green_hat,head_accessories,hats_caps,确认,核心对象是绿色帽子
1238,injury,sensitive,injury_death,确认,Wiki 描述角色因武器事故等原因受伤并表现疼痛
1239,scar_across_eye,body_detail,scar_wound,确认,核心身体细节是横跨眼部的疤痕
1240,sunset,time_weather,time_day,确认,Wiki 描述傍晚太阳落到地平线以下的日落时刻
1241,flipped_hair,hair,hair_style,确认,核心发型特征是发梢向外卷曲
1242,open_book,culture_objects,books_paper,确认,核心对象是明显处于打开状态的书
1243,holding_unworn_clothes,action,holding,确认,Wiki 描述手持已经脱下且未穿在身上的衣物
1244,competition_swimsuit,underwear_swim,onepiece_swim,确认,Wiki 定义为比赛使用且注重性能的连体竞速泳衣
1245,korean_text,text_meta,text,确认,核心文字元素是画面中出现的韩文
1246,mirror,household_objects,storage_furniture,确认,Wiki 定义为用于观察反射的抛光表面且属于家居陈设
1247,lollipop,food_drink,dessert_snack,确认,核心食物是插在棍上的硬糖棒棒糖
1248,short_eyebrows,face,eyebrows,确认,Wiki 描述仅覆盖部分眉骨的短眉毛
1249,poke_ball,recreation,games,确认,Wiki 定义为宝可梦游戏中捕捉和储存宝可梦的球形道具
1250,steaming_body,light_effect,fire_smoke,确认,Wiki 描述蒸汽直接从角色身体散发的烟汽效果
1251,doujin_cover,meta_info,meta,确认,Wiki 定义为同人志的封面页这一作品呈现信息
1252,serious,expression,neutral_expression,确认,核心神态是严肃或庄重的中性表情举止
1253,fur_collar,clothing_detail,collar_detail,修正,Wiki 定义对象是完全由毛皮制成的衣领或独立领子
1254,arm_tattoo,body_detail,tattoo_mark,确认,核心身体印记是位于手臂上的纹身
1255,pajamas,clothes_main,sleepwear,确认,Wiki 定义为轻便舒适且适合睡眠的睡衣
1256,summer_uniform,uniform_costume,school_uniform,确认,Wiki 描述夏季或炎热月份穿着的学校制服
1257,waving,pose,hand_gesture,确认,核心手势是挥动手或手臂表示招呼告别或示意
1258,contrapposto,pose,body_pose,确认,Wiki 定义为站立时重心落在单腿且髋部外倾的对立式姿势
1259,the_legend_of_zelda,copyright,letter_t,确认,Wiki 定义为任天堂开发的塞尔达传说作品系列
1260,foot_out_of_frame,composition,framing,确认,Wiki 描述角色一只脚超出画面而膝盖仍在画内的裁切状态
1261,lab_coat,uniform_costume,occupation_uniform,确认,核心服装是实验室或医疗机构穿着的白大褂
1262,asymmetrical_hair,hair,hair_style,确认,核心发型特征是设计中存在明显不对称元素
1263,veiny_penis,adult_body,penis,确认,Wiki 描述血管异常明显的阴茎形态
1264,holding_knife,action,holding,确认,核心动作是手持刀具
1265,under-rim_eyewear,head_accessories,eyewear,确认,Wiki 定义为仅镜片下缘有镜框的眼镜
1266,lantern,household_objects,lighting_clock,确认,核心对象是不包含火把和手电筒的便携式灯笼照明设备
1267,cropped_shirt,clothes_main,shirt_top,确认,核心服装是下摆止于胸部与肚脐之间的露脐上衣
1268,cum_overflow,adult,adult_fluid,确认,Wiki 描述插入物仍在孔内时精液从孔口溢出的状态
1269,toenail_polish,body_detail,nail_care,修正,Wiki 明确定义为脚趾甲涂有颜色甲油
1270,lace-up_boots,legwear_footwear,short_boots,确认,核心鞋类是带有可系鞋带的普通靴子
1271,shield,weapons,shield,确认,Wiki 定义为手持或佩戴在前臂用于防御攻击的盾牌
1272,double-breasted,clothing_detail,other_structure,确认,Wiki 描述两排纽扣和重叠前襟构成的双排扣结构
1273,red_hairband,head_accessories,hairband_ribbon,确认,核心发饰是红色发带
1274,legs_together,pose,leg_pose,确认,核心腿部姿势是双腿全长并拢且间隙极小
1275,fur-trimmed_jacket,outerwear_suits,jacket_coat,确认,核心服装是带毛皮饰边的夹克
1276,brown_dress,clothes_main,dress,确认,核心服装是棕色连衣裙
1277,enmaided,uniform_costume,service_uniform,确认,Wiki 描述并非女仆的角色穿着西式女仆装
1278,rabbit,creatures,mammal,确认,Wiki 定义为长耳长后腿短尾的小型兔形哺乳动物
1279,ghost,creatures,fantasy_creature,确认,Wiki 定义为死者的灵魂或鬼魂
1280,lapels,clothing_detail,collar_detail,确认,Wiki 定义为夹克西装或大衣前部与领子相连的翻领
1281,back_bow,accessories,bows_ribbons,确认,核心饰物是系在穿着者后腰或背部的蝴蝶结
1282,blue_gloves,accessories,handwear,确认,核心对象是蓝色手套
1283,fishnet_pantyhose,legwear_footwear,stockings,确认,核心服装是鱼网材质的连裤袜
1284,nontraditional_miko,traditional_clothes,traditional_japan,确认,Wiki 定义为现代化或改编的日本巫女服装
1285,dragon,creatures,fantasy_creature,确认,Wiki 定义为通常大型四足且能飞的神话龙类
1286,blue_skin,body_detail,skin,确认,核心身体特征是蓝色皮肤
1287,bandaid_on_face,body_detail,bandage_patch,确认,核心身体细节是贴在人物脸上的创可贴
1288,on_floor,pose,object_pose,修正,Wiki 描述角色坐躺或跪在室内地板上的依物姿势
1289,drawstring,clothing_detail,fastener,确认,Wiki 定义为拉紧后收束兜帽或裤腰材料的拉绳扣合结构
1290,white_sweater,clothes_main,sweater_hoodie,确认,核心服装是白色毛衣
1291,ear_covers,head_accessories,headpiece,确认,Wiki 定义为覆盖尖耳或动物耳的装饰性耳罩头饰
1292,black_cape,outerwear_suits,cape_cloak,确认,核心服装是黑色披风
1293,mini_hat,head_accessories,themed_hair_ornament,修正,Wiki 明确说明迷你帽用作发饰而非真正戴在头上的帽子
1294,can,household_objects,container,确认,核心对象是用于装饮料或食物的圆柱形罐
1295,single_side_bun,hair,hair_style,确认,核心发型是位于头部单侧的一个发髻
1296,on_chair,pose,object_pose,修正,Wiki 描述人物坐蹲站或躺在椅子上的依物姿势而非椅子本体
1297,weibo_watermark,meta_info,meta,确认,Wiki 描述标示新浪微博账号并常带微博标志的图像水印
1298,red_lips,face,makeup,确认,Wiki 明确定义为嘴唇涂有红色唇膏的妆容
1299,snowing,time_weather,weather,确认,核心天气现象是雪花从天空飘落
1300,garter_belt,underwear_swim,bra_lingerie,确认,Wiki 定义为系在腰部并以吊带固定长筒袜的内衣
1301,hug_from_behind,action,interaction,确认,核心互动是一名角色从背后拥抱另一角色
1302,bouncing_breasts,body,breast_chest,确认,Wiki 描述乳房在运动中摇晃的胸部动态状态
1303,goddess_of_victory:_nikke,copyright,letter_g,确认,Wiki 定义为 Shift Up 开发的胜利女神 NIKKE 游戏作品
1304,glint,light_effect,optical,修正,Wiki 描述珠宝剑刃或牙齿等抛光物体上的镜面闪光而非漂浮粒子
1305,shawl,outerwear_suits,cardigan_shawl,确认,核心服装是披在肩部和上半身的长条披肩
1306,leash,sensitive,restraint,修正,Wiki 定义为束缚颈部且常表现主宠关系的绳索或链条拘束物
1307,forehead_mark,face,face_mark,修正,Wiki 定义为位于额头的简单或复杂面部印记
1308,yellow_jacket,outerwear_suits,jacket_coat,确认,核心服装是黄色夹克外套
1309,aged_up,themes,identity_change,修正,Wiki 描述同一角色被表现得比通常年龄更大的身份年龄变化
1310,chromatic_aberration,light_effect,optical,确认,Wiki 定义为 RGB 通道偏移形成彩色边缘的光学色差
1311,rock,nature,mineral,修正,Wiki 定义为由坚硬矿物构成的天然岩石物体而非山地场景
1312,arms_at_sides,pose,arm_pose,确认,核心手臂姿势是双臂自然垂放在身体两侧
1313,blue_kimono,traditional_clothes,traditional_japan,确认,核心传统服装是蓝色日本和服
1314,card,culture_objects,books_paper,确认,Wiki 定义为印有内容的小型平面材料片包括名片和卡牌
1315,thighband_pantyhose,legwear_footwear,stockings,确认,核心服装是带大腿带式条纹设计的连裤袜
1316,tracen_school_uniform,franchise_clothes,school_variant,确认,Wiki 定义为赛马娘中特雷森学园的作品专属校服
1317,fake_horns,head_accessories,headpiece,确认,Wiki 定义为非真实的装饰性角状头饰
1318,arrow_(symbol),symbols,general_symbol,确认,核心元素是用于指示方向的箭头符号
1319,!?,expression,fear_surprise,确认,Wiki 定义为同时表达惊讶与疑问的感叹号问号组合
1320,panties_under_pantyhose,legwear_footwear,stockings,确认,Wiki 描述可透过连裤袜看到其下方内裤的袜装层叠状态
1321,naughty_face,expression,positive,修正,Wiki 描述咧嘴坏笑且顽皮捣蛋的积极笑容而非中性表情
1322,unworn_hat,clothing_appearance,unworn_missing,确认,Wiki 描述角色应戴却未戴且画面中仍可见的帽子
1323,impossible_clothes,clothing_detail,silhouette_fit,确认,Wiki 描述衣物以现实中不可能的程度紧贴身体轮廓
1324,teddy_bear,recreation,toys,确认,核心对象是外观像熊的柔软填充泰迪玩具
1325,:t,expression,anger,确认,Wiki 描述单侧鼓腮并呈 T 形嘴的不满嫉妒表情
1326,smirk,expression,positive,确认,核心表情是一侧嘴角上扬且带自鸣得意意味的坏笑
1327,heart_hands,pose,hand_gesture,确认,核心手势是双手比出心形以表达爱意
1328,breasts_squeezed_together,body,breast_chest,修正,Wiki 的核心可见状态是乳房被手或上臂挤压在一起
1329,pout,expression,anger,确认,Wiki 描述嘴唇向一侧突出以表示不满或生气的撇嘴
1330,paw_pose,pose,arm_pose,确认,Wiki 描述前伸手臂弯肘并以松拳模仿猫爪的完整手臂姿势
1331,object_insertion,adult_kink,adult_insertion,修正,Wiki 明确定义为将无生命物体插入阴道肛门或尿道的异物插入
1332,tiles,building_parts,surface,确认,核心建筑表面是铺有瓷砖图案的地面或墙面
1333,league_of_legends,copyright,letter_l,确认,Wiki 定义为英雄联盟游戏作品
1334,foot_focus,composition,subject_focus,确认,Wiki 描述画面把角色脚部作为主要视觉焦点
1335,armpit_crease,body,arms_hands,确认,Wiki 描述手臂放下时腋窝处形成的皮肤褶皱
1336,stairs,building_parts,stairs_railing,确认,核心建筑构件是连接不同高度的固定楼梯
1337,popsicle,food_drink,dessert_snack,确认,核心食物是插在棍上并冷冻成形的冰棒
1338,bang_dream!_it's_mygo!!!!!,copyright,letter_b,确认,Wiki 定义为 BanG Dream 系列动画 It's MyGO
1339,neon_genesis_evangelion,copyright,letter_n,确认,Wiki 定义为新世纪福音战士动画与机甲作品系列
1340,eyebrows_hidden_by_hair,face,eyebrows,确认,Wiki 描述眉毛被刘海或其他头发完全或部分遮挡
1341,female_masturbation,adult,adult_self,确认,Wiki 定义为女性角色以手指玩具或摩擦方式自我刺激
1342,muscular_female,body,build,确认,Wiki 定义为整体体格和四肢明显强壮的肌肉女性体型
1343,holding_bag,action,holding,确认,核心动作是手中拿着一个包
1344,brown_shirt,clothes_main,shirt_top,确认,核心服装是棕色衬衫
1345,rigging,mech_scifi,machine,确认,Wiki 定义为舰娘绑在背部和四肢的舰装机械设备
1346,music,culture_objects,music,确认,Wiki 描述角色演奏乐器或唱歌的音乐场景
1347,center_frills,clothing_detail,trim_detail,确认,核心服装细节是从锁骨向下延伸的中央褶边装饰
1348,pokemon_swsh,copyright,letter_p,确认,Wiki 定义为第八世代宝可梦剑盾游戏作品
1349,style_parody,meta_info,meme,确认,Wiki 定义为模仿另一位艺术家风格的绘画戏仿
1350,hand_on_own_cheek,pose,arm_pose,确认,核心手臂姿势是一只手放在自己的脸颊上
1351,final_fantasy_xiv,copyright,letter_f,确认,Wiki 定义为史克威尔艾尼克斯开发的最终幻想 XIV 游戏
1352,ice,nature,water_ice,修正,Wiki 定义为水在零摄氏度凝固形成的固体并应与水归入水与冰
1353,large_areolae,adult_body,nipples,修正,Wiki 明确定义为面积超过乳房一半的大乳晕形态
1354,print_bikini,underwear_swim,bikini,确认,核心服装是带印花图案的比基尼泳装
1355,nipple_stimulation,adult,adult_suggestive,确认,Wiki 定义为对乳头实施任何形式刺激的成人互动行为
1356,sheathed,weapons,blade,确认,Wiki 描述剑或匕首等刃器被收纳在鞘中的状态
1357,character_doll,recreation,toys,确认,核心对象是人类角色形象的玩偶
1358,card_(medium),style,medium,修正,Wiki 描述整张图被绘制成卡片样式或卡片正面的视觉媒介
1359,fire_emblem_heroes,copyright,letter_f,确认,Wiki 定义为火焰纹章英雄策略抽卡游戏作品
1360,skull,body,internal_organs,确认并改名,Wiki 定义为头部骨骼残骸且促使细类名称由内部器官改为骨骼内脏
1361,hand_between_legs,pose,arm_pose,确认,Wiki 描述手放在双腿之间且不涉及自慰的手臂位置姿势
1362,zoom_layer,composition,layout,修正,Wiki 定义为把插画局部放大的附加图层这一画面布局结构
1363,sign,household_objects,other_object,确认,核心对象是用于展示信息的平面标牌
1364,hat_flower,accessories,badges_ornaments,修正,Wiki 定义对象是固定在帽子或帽檐上的花朵装饰而非帽子本体
1365,yellow_ascot,accessories,neckwear,确认,核心饰物是黄色领巾
1366,backless_outfit,clothing_detail,cutout_slit,确认,核心服装剪裁是部分或完全露出背部的开口设计
1367,frilled_shirt,clothes_main,shirt_top,确认,核心服装是带褶边装饰的衬衫
1368,purple_ribbon,accessories,bows_ribbons,确认,核心饰物是紫色缎带
1369,very_short_hair,hair,hair_length,确认,Wiki 定义为长度到耳朵下巴附近或更短的极短发
1370,sensei_(blue_archive),character,letter_s,确认,Wiki 定义为蔚蓝档案的玩家角色先生
1371,handbag,accessories,bags_belts,确认,核心对象是携带钱和小型个人物品的手提包
1372,water_drop,nature,water_ice,修正,Wiki 定义为因表面张力聚集成球形或泪滴状的少量水
1373,shameimaru_aya,character,letter_s,确认,Wiki 定义为东方Project角色射命丸文
1374,visor_cap,head_accessories,hats_caps,确认,Wiki 定义为由遮阳板和固定带构成的无顶遮阳帽
1375,striped_bikini,underwear_swim,bikini,确认,核心服装是上下部分均有条纹的比基尼
1376,upside-down,composition,layout,确认,核心画面布局是主体或图像上下倒置
1377,crystal,nature,mineral,确认,Wiki 定义为粒子有序排列且有明确平面的晶体物质
1378,ragnarok_online,copyright,letter_r,确认,Wiki 定义为仙境传说网络游戏作品
1379,adjusting_clothes,action,clothing_action,确认,核心动作是调整身上衣物使其更舒适
1380,=_=,expression,neutral_expression,确认,Wiki 描述眯眼并可表示满足无奈尴尬或困倦的中性颜文字表情
1381,crown_braid,hair,hair_style,确认,核心发型是如发带或皇冠般环绕头顶的辫子
1382,city,urban_architecture,urban,确认,Wiki 定义为规模较大且具有复杂公共设施的永久人类聚居地
1383,spoon,food_drink,tableware,确认,核心餐具是末端圆形并用于舀取液体食物的勺子
1384,sand,nature,mineral,修正,Wiki 定义为岩石侵蚀形成的松散矿物颗粒物质而非沙漠场景
1385,butterfly_hair_ornament,head_accessories,themed_hair_ornament,确认,核心发饰是蝴蝶形发饰或发夹
1386,sharp_fingernails,body_detail,nail_care,修正,Wiki 明确定义为尖锐尖状但并非爪子的指甲形态
1387,strawberry,food_drink,fruit_vegetable,确认,核心食物是表面带小种子的多汁红色草莓
1388,ringed_eyes,face,eye_shape,确认,核心眼部形态是瞳孔与虹膜由多个同心圆环组成
1389,mouse_ears,animal_traits,animal_ears,确认,Wiki 描述角色具有或佩戴老鼠耳朵样式的兽耳特征
1390,reaching_towards_viewer,pose,arm_pose,确认,核心姿势是手臂向观看者方向伸出
1391,black_sclera,face,eye_shape,确认,Wiki 描述巩膜呈黑色而非常见白色的眼部形态
1392,off-shoulder_shirt,clothes_main,shirt_top,确认,核心服装是低领宽口并露出肩部的衬衫
1393,motion_blur,composition,focus,确认,Wiki 描述以局部模糊表现快速移动的运动模糊效果
1394,fork,food_drink,tableware,确认,核心餐具是带齿并用于刺取食物的叉子
1395,on_ground,pose,object_pose,修正,Wiki 描述角色坐躺或跪在草地泥土沙地等地面上的依物姿势
1396,sarashi,underwear_swim,bra_lingerie,确认,核心服装是紧紧缠绕腰腹至胸部的长厚棉布裹胸
1397,beanie,head_accessories,hats_caps,确认,核心对象是贴合头部的针织帽
1398,splatoon_(series),copyright,letter_s,确认,Wiki 定义为任天堂的喷射战士游戏系列
1399,drink,food_drink,drink,确认,Wiki 泛指可饮用的饮品
1400,artist_logo,meta_info,meta,确认,Wiki 描述艺术家用于标记作品且可含签名姓名的作者标志
1401,interracial,relationships,romance_orientation,确认,Wiki 描述不同种族或民族人物间的性行为或浪漫互动
1402,pasties,underwear_swim,bra_lingerie,确认,核心服装配件是用于遮盖乳头的心形或星形乳贴
1403,borrowed_character,meta_info,meta,确认,Wiki 描述艺术家绘制由其他艺术家原创角色的创作归属信息
1404,ice_cream,food_drink,dessert_snack,确认,核心食物是以乳制品制成的冷冻甜点冰淇淋
